emp_id,emp_name,skill_id,skill_name,proficiency_level,no_of_projects_done_in_that_skill,certifications
E876,Sue Spencer,S012,Project Management,4,1,No
E653,Maria Hicks,S011,Consulting Basics,1,3,Yes
E4438,Julie Gaines,S001,JavaScript,2,2,No
E4174,Paula King,S003,Node.js,3,3,Yes
E3093,Katie Riley,S004,Docker,1,4,No
E567,Joseph Rogers,S010,Big Data,8,6,No
E171,Antonio Hess,S012,Project Management,4,1,No
E708,Cody Luna,S011,Consulting Basics,3,2,Yes
E3388,Stephanie Michael,S007,SQL,6,9,Yes
E4129,Aaron Hayes,S014,Client Management,8,12,Yes
E180,Patrick Bennett,S007,SQL,5,4,No
E2730,Peggy Patterson,S005,HTML/CSS,1,4,No
E276,Gerald Jordan,S013,Financial Modeling,1,3,No
E878,Tommy Brown,S008,Machine Learning,1,2,Yes
E3781,Scott Thompson,S011,Consulting Basics,9,6,No
E1759,Anne Bell,S011,Consulting Basics,2,3,Yes
E2235,Yvonne Snow,S015,Risk Management,6,8,Yes
E2759,Oscar Silva,S013,Financial Modeling,2,4,No
E1862,Marilyn Myers,S007,SQL,4,4,No
E3243,Steve Smith,S002,React,2,4,Yes
E4664,Ryan Dickson,S009,Data Visualization,4,4,Yes
E1815,James White,S014,Client Management,3,1,No
E465,Jonathan Hernandez,S015,Risk Management,2,1,No
E4334,Timothy George,S005,HTML/CSS,2,2,Yes
E3901,Eric White,S007,SQL,5,4,Yes
E3379,Phillip Johnson,S005,HTML/CSS,1,4,Yes
E1373,Valerie Johnson,S010,Big Data,2,2,No
E3699,Robin Thompson,S011,Consulting Basics,1,3,No
E2897,Joyce Avery,S009,Data Visualization,5,3,Yes
E768,Nicholas Crawford,S009,Data Visualization,2,4,No
E2615,Melinda Smith,S003,Node.js,3,1,No
E3985,Bryan Carey,S011,Consulting Basics,4,4,No
E2502,Todd Davis,S004,Docker,4,3,No
E2351,Benjamin Rodriguez,S008,Machine Learning,5,1,No
E1144,Audrey Tucker,S014,Client Management,3,4,No
E3755,Susan Wade,S014,Client Management,2,2,Yes
E685,Lauren Stanley,S008,Machine Learning,2,4,No
E4389,Chad Bowman,S001,JavaScript,6,6,Yes
E3440,Jennifer Brock,S004,Docker,3,1,Yes
E1027,John Walters,S013,Financial Modeling,4,2,Yes
E3271,Carolyn Dunn,S003,Node.js,5,4,No
E1840,Dawn Miller,S015,Risk Management,3,3,Yes
E3436,Amanda Hill,S008,Machine Learning,7,5,No
E3814,Richard Diaz,S005,HTML/CSS,1,3,Yes
E4106,Vanessa Cooper,S008,Machine Learning,2,1,No
E2930,Joseph Lee,S012,Project Management,3,3,No
E2030,Michael Rogers,S011,Consulting Basics,1,1,Yes
E4994,Ian Macdonald,S015,Risk Management,2,2,No
E3045,Cody Martin,S015,Risk Management,1,2,Yes
E4432,Stephanie Hernandez,S007,SQL,4,4,Yes
E3858,Kathleen Jones,S003,Node.js,5,1,Yes
E3939,Karen Long,S012,Project Management,3,2,Yes
E2501,Molly Jimenez,S007,SQL,3,4,Yes
E668,Pamela Black,S012,Project Management,4,3,No
E3551,Veronica Dean,S001,JavaScript,8,12,No
E558,Amanda Green,S004,Docker,2,4,No
E321,Aaron Santos,S015,Risk Management,5,1,No
E3025,Jonathon Peterson,S005,HTML/CSS,1,1,Yes
E2514,Scott Grant,S004,Docker,4,3,Yes
E014,Catherine Jones,S003,Node.js,3,2,Yes
E2444,Joseph Martinez,S007,SQL,2,2,No
E899,Shawna Clark,S005,HTML/CSS,2,2,Yes
E848,Lindsay Keller,S002,React,5,4,No
E3271,Carolyn Dunn,S014,Client Management,5,4,No
E4839,Grant Smith,S004,Docker,10,6,No
E481,Melanie Cooke,S008,Machine Learning,10,10,Yes
E030,Dylan Beard,S002,React,4,1,No
E1882,Thomas Johnson,S009,Data Visualization,5,1,Yes
E1162,Victor Huerta,S014,Client Management,5,4,No
E3813,Justin Cruz,S013,Financial Modeling,2,4,Yes
E2803,Christine Scott,S002,React,5,3,Yes
E2459,Krista Leonard,S011,Consulting Basics,1,2,Yes
E4176,Ryan Dyer,S005,HTML/CSS,3,3,Yes
E4050,Christopher Alvarez,S014,Client Management,5,3,Yes
E2107,Dr. Linda Barrett MD,S005,HTML/CSS,1,2,No
E1476,Kenneth Jimenez,S002,React,4,3,Yes
E4937,Cheyenne Rogers,S012,Project Management,3,1,No
E1871,Phillip Sanders,S008,Machine Learning,4,2,No
E2581,Jennifer Crawford,S003,Node.js,3,2,Yes
E1113,John Stokes,S015,Risk Management,5,2,Yes
E3299,Steven Phelps,S008,Machine Learning,4,2,Yes
E3164,Scott Warner,S009,Data Visualization,2,2,Yes
E2013,Sarah Owens,S003,Node.js,2,4,No
E2200,Ashley Hicks,S011,Consulting Basics,10,7,Yes
E4724,Christine Johnson,S013,Financial Modeling,7,7,Yes
E2998,Jamie Stephens,S015,Risk Management,3,2,No
E3667,Todd Woodward,S004,Docker,8,7,No
E181,Jason Adams,S006,Python,6,8,Yes
E3799,Jennifer Mccoy,S001,JavaScript,4,4,Yes
E675,Amy Rivas,S010,Big Data,5,4,Yes
E4602,Andrew Morris,S003,Node.js,3,1,Yes
E3252,Erin Gonzalez,S001,JavaScript,4,4,No
E727,Michelle Lane,S011,Consulting Basics,4,1,Yes
E941,Tiffany Rios,S004,Docker,9,8,No
E3695,Kristin Jones,S009,Data Visualization,1,3,No
E3721,Megan Anderson,S005,HTML/CSS,2,1,Yes
E4170,Sheila Houston,S003,Node.js,10,6,Yes
E2793,Mr. Luis Alvarado,S015,Risk Management,3,3,Yes
E2408,Daniel Nelson,S012,Project Management,3,4,Yes
E047,Mary Hodge,S012,Project Management,5,1,No
E2600,Jay Jordan,S003,Node.js,6,8,No
E1241,Brittany Lynch,S009,Data Visualization,2,2,Yes
E2973,Ronnie Williams,S007,SQL,10,9,No
E2184,Nicholas Rivera,S015,Risk Management,1,1,No
E459,Leah Lee DDS,S008,Machine Learning,3,1,Yes
E1725,Carol Klein,S008,Machine Learning,2,1,Yes
E3131,David Davidson,S013,Financial Modeling,2,3,No
E3257,Paul Warren,S004,Docker,5,1,No
E1719,Sonia Hoover,S015,Risk Management,4,3,No
E2867,Kelly Rocha,S005,HTML/CSS,3,3,Yes
E2599,Malik Johnson,S008,Machine Learning,1,4,No
E2840,Christopher Bridges,S010,Big Data,5,2,No
E3813,Justin Cruz,S015,Risk Management,5,4,No
E4209,Stacy Baker,S011,Consulting Basics,3,3,Yes
E4988,Danielle Huff,S014,Client Management,5,4,Yes
E493,Cameron Thomas,S006,Python,3,4,Yes
E3542,Trevor Benson,S008,Machine Learning,4,2,No
E914,Jack Smith,S010,Big Data,4,3,No
E1010,Elizabeth Walsh,S015,Risk Management,4,4,Yes
E4791,Erika Wood,S009,Data Visualization,3,3,Yes
E4701,William Blankenship,S015,Risk Management,4,4,Yes
E2296,Joshua Page,S009,Data Visualization,7,9,Yes
E3714,Robert Holt,S011,Consulting Basics,3,4,No
E4427,Alex Gentry,S008,Machine Learning,4,3,No
E4607,April Jordan,S006,Python,3,2,No
E2249,Erin Mendoza,S001,JavaScript,2,1,Yes
E2622,Carla Carroll,S012,Project Management,3,3,Yes
E285,Bruce Hill,S005,HTML/CSS,1,1,No
E029,Felicia Case,S004,Docker,1,2,No
E4704,Sabrina Johnson,S010,Big Data,6,10,Yes
E2137,Tonya Hill,S002,React,1,1,No
E1144,Audrey Tucker,S002,React,5,3,No
E594,Jorge Brown,S002,React,6,11,No
E4918,Ronald Luna,S006,Python,4,2,No
E4922,Erik Jones,S003,Node.js,2,1,Yes
E367,Andrea Lee,S011,Consulting Basics,2,1,No
E1803,Jose Salazar,S015,Risk Management,1,2,No
E2786,Vincent Petersen,S014,Client Management,1,1,No
E2445,Ivan Cunningham,S008,Machine Learning,1,3,No
E4302,Grace Allen,S012,Project Management,8,9,Yes
E786,Shannon Baker,S001,JavaScript,5,2,No
E3798,Jason Matthews,S006,Python,5,2,No
E826,Tracey Mccoy,S009,Data Visualization,3,3,Yes
E1442,Nathaniel Hebert,S010,Big Data,2,1,Yes
E328,Andrew Jimenez,S012,Project Management,8,5,No
E3558,Dr. Jesus Lamb,S012,Project Management,4,2,Yes
E3632,Mr. Joseph Ochoa,S010,Big Data,5,3,Yes
E1508,Clifford Gill,S001,JavaScript,4,2,No
E1368,Jeffrey Wheeler,S015,Risk Management,3,1,Yes
E4093,Susan Coleman,S001,JavaScript,4,1,No
E4031,Tracey Dodson,S009,Data Visualization,2,4,No
E4637,Danielle Henderson,S009,Data Visualization,3,2,No
E3268,Amanda Bell,S014,Client Management,3,1,Yes
E3932,Tara Brown,S010,Big Data,3,3,No
E1252,Sarah Floyd,S004,Docker,5,2,Yes
E889,Mrs. Pamela Henry,S014,Client Management,3,1,Yes
E4615,Todd Strong,S008,Machine Learning,7,5,Yes
E403,Brett Schmidt,S005,HTML/CSS,3,2,No
E3808,William Thornton,S010,Big Data,5,3,No
E3894,Terry Miller,S006,Python,2,1,Yes
E2973,Ronnie Williams,S008,Machine Learning,5,2,No
E4437,Jason Velazquez,S012,Project Management,3,2,No
E1870,Deanna Lopez,S005,HTML/CSS,4,1,Yes
E610,Laura Hebert,S006,Python,5,1,No
E4174,Paula King,S005,HTML/CSS,3,4,Yes
E3943,Randall Miller,S009,Data Visualization,2,1,No
E370,Tiffany Walker,S014,Client Management,5,2,No
E2952,Ryan Galvan,S001,JavaScript,5,1,No
E1880,Laura Hill,S013,Financial Modeling,2,4,No
E2983,Barbara Keller,S008,Machine Learning,2,1,No
E467,Brooke Griffin,S005,HTML/CSS,3,1,No
E4706,Marc Hess,S015,Risk Management,5,3,Yes
E2430,Michelle Barnes MD,S006,Python,2,4,Yes
E1525,Alexis Johnson,S015,Risk Management,1,4,No
E4092,Todd King,S015,Risk Management,6,11,No
E4962,John Hunt,S007,SQL,4,4,Yes
E746,Jeremy Wood PhD,S008,Machine Learning,10,7,Yes
E1586,Gregory Decker,S012,Project Management,1,3,Yes
E3480,Ashley Peterson,S002,React,2,3,Yes
E2579,Bradley Anderson,S008,Machine Learning,6,9,No
E1551,Michael Hayes,S006,Python,1,1,No
E3277,Robin Allen,S004,Docker,4,4,Yes
E4991,Melissa Ashley,S015,Risk Management,3,3,Yes
E3462,Andrew Vega,S010,Big Data,9,12,No
E2413,Anita Clark,S014,Client Management,1,4,No
E2185,Heather Shaw,S003,Node.js,5,2,Yes
E3364,Thomas Dawson,S006,Python,2,2,Yes
E1306,Anne Torres,S012,Project Management,3,2,No
E1418,Mathew Smith,S012,Project Management,5,4,No
E3981,Angela Buchanan,S011,Consulting Basics,5,4,Yes
E4884,Joshua Brooks,S012,Project Management,1,3,No
E3862,Lucas Hughes,S012,Project Management,4,4,No
E1254,David Moon,S008,Machine Learning,3,2,No
E326,Nathan Jones,S009,Data Visualization,1,2,No
E2220,Peggy Rojas,S009,Data Visualization,4,1,No
E886,Earl Hobbs,S001,JavaScript,3,3,No
E4097,Denise Harris,S010,Big Data,4,3,No
E2625,Melanie Mendoza,S011,Consulting Basics,4,4,Yes
E1982,James Green,S002,React,1,2,Yes
E1785,Zachary Ferguson,S001,JavaScript,2,3,Yes
E987,David Hamilton,S005,HTML/CSS,1,3,Yes
E3237,Mr. Marc Aguilar II,S006,Python,6,6,Yes
E4239,Ronnie Solis,S002,React,4,4,No
E155,Dana Clayton,S014,Client Management,1,2,Yes
E3145,Kelly Neal,S014,Client Management,3,4,Yes
E2906,Nicholas Lyons,S007,SQL,9,9,Yes
E1363,Rebecca Kennedy,S011,Consulting Basics,4,3,No
E1878,Michele Brown,S012,Project Management,1,2,Yes
E3916,Dana Lee,S009,Data Visualization,6,10,No
E1036,Katie Gould,S002,React,10,9,No
E4724,Christine Johnson,S009,Data Visualization,5,3,Yes
E691,Ricardo Curry,S011,Consulting Basics,9,11,Yes
E520,Kevin Edwards,S009,Data Visualization,4,3,No
E2173,Brandi Kennedy,S012,Project Management,4,4,No
E151,Sean Price,S012,Project Management,3,1,Yes
E1877,Sandra Walton MD,S012,Project Management,1,2,Yes
E3277,Robin Allen,S013,Financial Modeling,3,1,No
E1258,Christopher Avila,S014,Client Management,1,4,No
E791,Billy Manning,S012,Project Management,3,3,No
E4080,Kelli Matthews,S003,Node.js,2,2,No
E332,Jessica Alexander,S012,Project Management,7,11,Yes
E2409,David Mack,S008,Machine Learning,3,2,No
E1917,Margaret Smith,S009,Data Visualization,1,2,Yes
E905,Emily Hernandez,S008,Machine Learning,3,3,No
E4825,Mrs. Valerie Thompson,S003,Node.js,8,7,No
E3782,Kimberly Parsons,S011,Consulting Basics,3,2,No
E1427,John Gregory,S015,Risk Management,4,3,Yes
E3479,Michelle Thomas,S011,Consulting Basics,5,4,Yes
E503,Jesse Chavez,S007,SQL,5,3,Yes
E4147,Lance Rodriguez,S013,Financial Modeling,3,1,Yes
E3040,Kelly Fischer,S009,Data Visualization,5,1,No
E978,Julie Conway,S004,Docker,9,7,No
E4501,Brian Jordan,S011,Consulting Basics,5,3,No
E637,Kyle Sanchez,S004,Docker,1,3,No
E983,Billy Williams,S005,HTML/CSS,1,4,Yes
E109,Kevin Lopez,S008,Machine Learning,5,4,No
E4979,Todd Williams,S005,HTML/CSS,2,3,No
E3513,Andrea Gates,S006,Python,3,4,No
E1038,Angela Lyons,S005,HTML/CSS,9,12,No
E567,Joseph Rogers,S006,Python,2,2,No
E337,Holly Martinez,S012,Project Management,1,4,No
E208,Donna Sullivan,S003,Node.js,4,3,No
E544,John Miller,S012,Project Management,7,8,Yes
E3832,Ashley Chandler,S001,JavaScript,2,2,Yes
E160,Michael Roberts,S005,HTML/CSS,4,3,No
E1617,Benjamin Galloway,S003,Node.js,4,4,Yes
E3437,Aaron Nguyen,S003,Node.js,5,1,No
E4330,Emily Hess,S008,Machine Learning,5,1,Yes
E1361,David Rose,S012,Project Management,1,2,Yes
E2350,Pamela Bailey,S004,Docker,3,1,Yes
E2012,Michelle Walker,S006,Python,4,3,Yes
E3129,Melanie Rios,S011,Consulting Basics,3,4,No
E308,James Morgan,S004,Docker,6,11,Yes
E4918,Ronald Luna,S008,Machine Learning,5,2,No
E4846,Angela Schneider,S009,Data Visualization,7,12,No
E1776,Ricky Jimenez,S014,Client Management,4,4,No
E2152,Cody Williams,S014,Client Management,5,2,Yes
E4203,Jessica Carr,S011,Consulting Basics,8,10,Yes
E2550,Keith Thompson,S006,Python,10,6,No
E4665,Luis Miller,S004,Docker,2,1,Yes
E3062,Jason Rivera,S001,JavaScript,2,2,No
E642,David Wilson,S002,React,3,1,Yes
E1413,Ricardo Sullivan,S011,Consulting Basics,9,11,No
E2062,Wesley Ramsey,S012,Project Management,2,2,Yes
E2999,Nicholas Carson,S013,Financial Modeling,5,2,No
E2321,George Freeman,S012,Project Management,5,1,No
E4004,James Chapman,S007,SQL,2,2,No
E3071,Ryan Chavez,S008,Machine Learning,4,3,No
E3608,Jill Wilson,S001,JavaScript,1,4,Yes
E4794,Lisa Hall,S006,Python,3,1,No
E3871,Alisha Jarvis,S002,React,5,1,No
E1233,Autumn Shepherd,S001,JavaScript,2,2,Yes
E3397,Aaron Dunn,S010,Big Data,6,11,No
E290,Daryl Braun,S014,Client Management,2,1,Yes
E2669,Danielle Morris,S007,SQL,4,1,No
E047,Mary Hodge,S002,React,3,4,No
E1500,Sharon Cook,S002,React,1,3,Yes
E3841,Haley Hill,S013,Financial Modeling,3,3,No
E1401,Victor Hunt,S014,Client Management,8,10,No
E2080,James Anderson,S011,Consulting Basics,1,4,Yes
E1580,Trevor Hill,S011,Consulting Basics,2,4,Yes
E127,Stephanie Brown,S005,HTML/CSS,1,2,Yes
E1582,Kyle Lucas,S012,Project Management,9,10,No
E2003,Jason Smith,S005,HTML/CSS,7,8,No
E1981,Gregory Warner,S015,Risk Management,5,1,Yes
E949,Bobby Bates,S012,Project Management,2,3,Yes
E1510,Amber Smith,S001,JavaScript,8,8,No
E3075,Sylvia Cochran,S013,Financial Modeling,4,4,No
E3531,Rebecca Hooper,S008,Machine Learning,2,1,No
E4220,Kenneth Navarro,S004,Docker,1,3,Yes
E1544,Heather Wise,S001,JavaScript,2,3,No
E4106,Vanessa Cooper,S010,Big Data,3,2,Yes
E4320,George Ramirez,S009,Data Visualization,4,4,No
E878,Tommy Brown,S015,Risk Management,3,2,No
E3193,Linda Brown,S008,Machine Learning,5,2,No
E1157,Yvette Weaver,S012,Project Management,3,3,No
E4217,Angela Long,S007,SQL,6,7,No
E2905,Lisa Gonzales,S013,Financial Modeling,4,1,Yes
E4667,Jessica King,S006,Python,2,4,No
E2600,Jay Jordan,S014,Client Management,3,2,No
E351,Benjamin Hopkins,S015,Risk Management,1,1,No
E026,Heather Park,S010,Big Data,5,4,Yes
E3212,Ronald Bailey,S004,Docker,2,2,Yes
E3599,Daniel Cummings,S011,Consulting Basics,9,11,No
E3552,Anthony Hawkins,S012,Project Management,5,4,Yes
E3913,Melissa Beasley,S015,Risk Management,1,1,Yes
E2971,Caroline Le,S011,Consulting Basics,5,1,Yes
E1568,Amy Gonzales,S005,HTML/CSS,2,3,No
E362,Michael Harper,S005,HTML/CSS,4,4,No
E3676,Alex Young,S003,Node.js,10,10,No
E4943,Ann Mullins,S008,Machine Learning,8,7,No
E2933,Jennifer Gaines,S005,HTML/CSS,2,3,No
E1291,Stephen Bell,S011,Consulting Basics,2,2,Yes
E2010,Hannah Reynolds,S004,Docker,2,2,No
E1161,Scott Ortiz,S008,Machine Learning,5,4,No
E4030,Jacqueline Miller,S006,Python,8,5,No
E3417,Joseph Stone,S009,Data Visualization,2,3,Yes
E2990,Brian Harrison,S008,Machine Learning,1,2,Yes
E3027,Lindsay Jordan,S003,Node.js,5,3,Yes
E4287,Tammy Moran,S014,Client Management,1,3,No
E3947,Lindsey Vaughn,S003,Node.js,3,2,No
E138,Jodi Herring,S013,Financial Modeling,8,11,Yes
E2642,Denise Allen,S014,Client Management,2,2,Yes
E1919,Mary Nelson,S009,Data Visualization,4,4,Yes
E722,Brandon Valdez,S005,HTML/CSS,1,3,Yes
E441,Kimberly Lopez,S006,Python,2,1,No
E3058,Elizabeth Spencer,S003,Node.js,3,4,No
E4256,Andrew Fowler,S011,Consulting Basics,4,1,No
E1308,Susan Miranda,S014,Client Management,4,2,No
E1614,Anna Fox,S011,Consulting Basics,1,1,No
E1300,Kimberly Davis,S013,Financial Modeling,3,3,No
E530,Deborah Calhoun,S005,HTML/CSS,3,1,Yes
E1819,Peter Randall,S014,Client Management,4,4,Yes
E1961,Elizabeth Reyes,S006,Python,3,3,Yes
E4271,David Leon,S001,JavaScript,1,2,No
E4078,Jeffrey Rodriguez,S004,Docker,4,2,Yes
E1933,Tonya Wilkinson,S011,Consulting Basics,9,9,No
E1393,Ashley Nichols,S006,Python,1,1,No
E4575,Anthony Allen,S005,HTML/CSS,1,1,No
E1318,Kristen Romero,S014,Client Management,2,3,No
E4327,Mrs. Jasmine Rogers,S015,Risk Management,5,3,Yes
E4457,Melinda Johnson,S011,Consulting Basics,5,2,Yes
E937,Diane Wood,S006,Python,5,3,No
E2873,Mitchell Crawford,S008,Machine Learning,1,3,Yes
E201,Ian Juarez,S011,Consulting Basics,10,7,No
E3762,Beverly Atkinson,S006,Python,4,2,No
E4356,Isaac Williams,S004,Docker,5,2,No
E2208,Sierra Olson,S013,Financial Modeling,4,3,No
E3352,Christina Dunn,S003,Node.js,1,3,Yes
E009,Alisha Brown,S002,React,5,3,Yes
E2152,Cody Williams,S011,Consulting Basics,2,1,No
E2186,Kevin Escobar,S005,HTML/CSS,4,3,Yes
E3857,Ronald Madden,S005,HTML/CSS,1,2,No
E1424,Gina Flores,S003,Node.js,2,1,Yes
E2669,Danielle Morris,S011,Consulting Basics,2,1,No
E2416,Joseph White,S015,Risk Management,4,3,No
E1261,Julie Wallace,S004,Docker,4,4,Yes
E3863,Kenneth Benjamin,S011,Consulting Basics,1,3,No
E4474,Jasmine Wilson,S009,Data Visualization,6,5,No
E3924,Brett Jones,S013,Financial Modeling,1,4,Yes
E3075,Sylvia Cochran,S011,Consulting Basics,1,3,No
E3828,Leonard Stewart,S008,Machine Learning,1,1,No
E4879,Ashley Watkins,S013,Financial Modeling,4,4,No
E3359,Richard Buckley,S008,Machine Learning,10,8,No
E1718,Mrs. Carol Dominguez,S013,Financial Modeling,2,3,No
E4033,Michael Williams,S003,Node.js,10,8,Yes
E3838,Steven Graham,S010,Big Data,5,1,No
E3485,Nancy Rosario,S004,Docker,3,2,No
E2123,Lisa Wu,S008,Machine Learning,3,2,No
E1083,Pamela Scott,S008,Machine Learning,1,4,Yes
E2220,Peggy Rojas,S014,Client Management,7,9,No
E4015,Carmen Woods,S002,React,3,3,Yes
E4166,Monica Foster,S014,Client Management,1,2,No
E2662,Michelle Ortiz,S014,Client Management,4,3,Yes
E3884,Scott Powers,S007,SQL,2,3,Yes
E4345,Rebecca Evans,S014,Client Management,5,3,Yes
E894,Michael Bell,S004,Docker,8,5,No
E3711,Jeremy Roberson,S008,Machine Learning,3,1,Yes
E2664,Chad Bryan,S008,Machine Learning,1,1,Yes
E3468,Thomas Hurley,S010,Big Data,4,4,No
E3849,Michelle Chung,S012,Project Management,3,3,No
E3396,Amanda Nash,S003,Node.js,9,12,No
E2531,Russell Lyons,S007,SQL,9,12,No
E435,Desiree Garcia,S006,Python,2,2,Yes
E716,Stephen Cain,S009,Data Visualization,7,9,No
E3883,Kyle Holloway,S007,SQL,2,2,Yes
E2829,Cody Harrison,S014,Client Management,2,2,No
E1937,Brian Cook,S012,Project Management,2,1,Yes
E2930,Joseph Lee,S012,Project Management,5,1,Yes
E1640,Maria Henderson,S007,SQL,3,2,No
E3629,Diamond Myers,S005,HTML/CSS,6,6,No
E3905,Michael Jenkins,S001,JavaScript,4,1,No
E1357,Katherine Perez,S014,Client Management,5,2,No
E2127,Dustin Clark,S012,Project Management,2,1,No
E2545,Stephanie Bennett,S006,Python,1,3,Yes
E1274,Justin Sanchez,S014,Client Management,6,10,Yes
E4735,Sheryl Bennett,S009,Data Visualization,3,1,Yes
E3739,Jasmine Mclean,S015,Risk Management,8,10,No
E2201,Luis Stanton,S008,Machine Learning,4,4,Yes
E1282,Kirsten Campbell,S009,Data Visualization,5,3,No
E1899,Angela Mitchell,S006,Python,2,4,No
E3229,Austin Bennett,S007,SQL,4,2,No
E3085,Scott Mays,S012,Project Management,10,8,No
E3084,Marcus Smith,S011,Consulting Basics,5,1,Yes
E2214,Brandy Reyes,S003,Node.js,7,5,Yes
E4215,Nancy Robinson,S008,Machine Learning,2,3,Yes
E3529,Jeremy Adams,S009,Data Visualization,2,3,Yes
E366,Amy Anderson,S012,Project Management,1,4,Yes
E4388,Cynthia Johnson,S013,Financial Modeling,5,3,No
E3025,Jonathon Peterson,S012,Project Management,9,6,Yes
E1981,Gregory Warner,S009,Data Visualization,1,1,No
E1971,Amy Curry,S010,Big Data,3,2,No
E3937,Benjamin Kim,S004,Docker,3,1,Yes
E4013,Anthony Dyer,S006,Python,3,4,Yes
E1039,Laura Blackwell,S013,Financial Modeling,9,8,Yes
E3953,John Ortiz,S013,Financial Modeling,4,3,Yes
E2693,Walter Coleman,S011,Consulting Basics,5,3,Yes
E2281,Erik Knight,S003,Node.js,4,2,Yes
E4065,Nicholas Schroeder,S003,Node.js,2,3,Yes
E193,Austin Casey,S014,Client Management,3,4,No
E4522,Mr. Christopher Richards,S013,Financial Modeling,8,12,No
E4173,Michael Stanton,S003,Node.js,2,2,No
E2167,Beth Henderson,S005,HTML/CSS,3,1,Yes
E2522,Amy Pearson,S015,Risk Management,2,2,No
E3843,Timothy Smith,S013,Financial Modeling,4,3,No
E4062,Matthew Monroe,S010,Big Data,5,1,Yes
E027,Jesus Davies,S006,Python,5,4,No
E4923,Douglas Kelly,S010,Big Data,2,3,Yes
E993,Katie Costa,S004,Docker,1,2,Yes
E1805,Debra Tanner,S002,React,3,4,Yes
E4844,Joshua Allen,S011,Consulting Basics,4,1,Yes
E700,Christopher Fox,S015,Risk Management,2,1,No
E1346,Jonathan Smith,S005,HTML/CSS,3,4,Yes
E3906,Mary Lee,S012,Project Management,4,2,No
E2711,Emily Ellis,S002,React,4,4,Yes
E496,Jacqueline Martin MD,S011,Consulting Basics,2,2,No
E1849,Michael Strickland,S014,Client Management,10,10,Yes
E474,Brian Lee,S004,Docker,1,2,Yes
E4046,Jason Kennedy,S001,JavaScript,4,3,No
E503,Jesse Chavez,S014,Client Management,2,4,Yes
E4947,Peter Roberts,S004,Docker,5,4,Yes
E4227,Alexandria Williams,S014,Client Management,5,2,No
E1821,Anna Washington,S006,Python,3,2,No
E1868,Tyler Nixon,S001,JavaScript,5,4,No
E2244,Christopher Sanchez,S005,HTML/CSS,2,3,No
E2048,Brenda Walker,S005,HTML/CSS,5,3,Yes
E1641,Mrs. Rebecca Beltran PhD,S002,React,1,3,No
E1899,Angela Mitchell,S010,Big Data,4,1,No
E3088,Heidi Cox,S011,Consulting Basics,4,4,No
E4401,Patricia Smith,S003,Node.js,10,10,Yes
E2193,Angelica Newman,S012,Project Management,6,6,Yes
E2268,Shawn Carter,S007,SQL,1,4,Yes
E032,David Taylor,S004,Docker,5,1,No
E3060,Stephanie Newton,S004,Docker,7,12,No
E1359,Crystal Berry,S015,Risk Management,2,2,Yes
E1150,Matthew Donovan,S004,Docker,5,3,No
E4757,Tracey Herrera,S010,Big Data,10,9,No
E1295,Jason Thomas,S006,Python,2,1,Yes
E2632,Justin Watts,S014,Client Management,4,2,Yes
E099,Jeff Smith,S001,JavaScript,5,3,No
E4279,Bernard Johnson,S007,SQL,5,4,Yes
E2550,Keith Thompson,S001,JavaScript,1,2,Yes
E890,Chad Alvarado,S014,Client Management,2,2,Yes
E2488,Paula Anderson,S004,Docker,4,2,Yes
E288,Michelle King,S001,JavaScript,4,3,Yes
E2088,John Barton,S011,Consulting Basics,1,3,Yes
E632,Nicholas Phelps,S011,Consulting Basics,4,3,Yes
E3070,Angela Richmond,S001,JavaScript,5,3,Yes
E3685,Gabriel Hahn,S002,React,3,3,Yes
E2262,Brian Glenn,S011,Consulting Basics,4,3,No
E4184,Jeffrey Barnes,S004,Docker,1,2,Yes
E3607,Jill Williamson,S010,Big Data,2,1,Yes
E1887,Teresa Quinn,S010,Big Data,4,3,No
E3068,Brian Aguirre,S007,SQL,3,2,Yes
E467,Brooke Griffin,S001,JavaScript,1,3,Yes
E2322,Crystal Kent,S010,Big Data,2,3,Yes
E4258,Veronica Hood,S007,SQL,5,1,Yes
E521,Mark Jackson,S002,React,9,10,No
E2206,Jonathan Edwards,S011,Consulting Basics,5,3,Yes
E973,Donald Sullivan,S014,Client Management,1,3,No
E2332,Richard Rice,S013,Financial Modeling,3,4,No
E2253,Angela Miller,S002,React,1,2,No
E4741,Carrie Cook,S008,Machine Learning,1,4,No
E1035,James Nguyen,S015,Risk Management,5,4,No
E272,Courtney Turner,S013,Financial Modeling,3,4,No
E4313,Eric Barrera,S006,Python,5,2,Yes
E1299,Alyssa Johnson,S002,React,5,3,Yes
E2943,Amanda Duran,S002,React,8,10,Yes
E1595,Nathan Ball,S015,Risk Management,4,1,No
E4775,Melanie Wheeler,S013,Financial Modeling,3,4,Yes
E393,Erin Jones,S007,SQL,1,1,No
E4096,Deborah Fisher,S013,Financial Modeling,3,2,No
E185,Darryl Cox,S004,Docker,4,3,No
E3900,Melanie Simon,S009,Data Visualization,3,1,Yes
E923,Jamie Ali,S004,Docker,1,2,Yes
E2340,Tammy Stephens,S008,Machine Learning,2,2,No
E4927,Barbara Jennings,S003,Node.js,1,2,No
E106,Sean Chavez,S015,Risk Management,4,3,No
E3672,Emily Richard,S005,HTML/CSS,2,4,Yes
E1235,Matthew Lawrence,S002,React,3,1,Yes
E3203,Heidi Smith,S013,Financial Modeling,10,11,Yes
