,emp_id,emp_name,department,designation,DOJ,age,experience,salary,no_of_promotions,education,skill_id,skill_name,proficiency_level,no_of_projects_done_in_that_skill,certifications,no_of_projects,manager_rating,promotion,T_id,T_name,project_score,hackerrank_score,completed,skill_category
2800,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S010,Big Data,1.0,1.0,No,10,2,1,T008,Data Science Bootcamp,32.0,25.0,1.0,data
2801,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S010,Big Data,1.0,1.0,No,10,2,1,T010,Node.js Masterclass,4.0,4.0,0.0,data
2802,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S013,Financial Modeling,3.0,3.0,No,10,2,1,T007,Machine Learning Basics,11.0,16.0,0.0,consulting
2803,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S013,Financial Modeling,3.0,3.0,No,10,2,1,T013,Advanced Data Visualization,12.0,75.0,1.0,consulting
2804,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S013,Financial Modeling,3.0,3.0,No,10,2,1,T008,Data Science Bootcamp,32.0,25.0,1.0,consulting
2805,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S013,Financial Modeling,3.0,3.0,No,10,2,1,T010,Node.js Masterclass,4.0,4.0,0.0,consulting
2806,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S001,JavaScript,8.0,10.0,Yes,10,2,1,T007,Machine Learning Basics,11.0,16.0,0.0,full_stack
2807,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S001,JavaScript,8.0,10.0,Yes,10,2,1,T013,Advanced Data Visualization,12.0,75.0,1.0,full_stack
2808,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S001,JavaScript,8.0,10.0,Yes,10,2,1,T008,Data Science Bootcamp,32.0,25.0,1.0,full_stack
2809,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S001,JavaScript,8.0,10.0,Yes,10,2,1,T010,Node.js Masterclass,4.0,4.0,0.0,full_stack
2810,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S015,Risk Management,1.0,3.0,Yes,10,2,1,T007,Machine Learning Basics,11.0,16.0,0.0,consulting
2811,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S015,Risk Management,1.0,3.0,Yes,10,2,1,T013,Advanced Data Visualization,12.0,75.0,1.0,consulting
2812,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S015,Risk Management,1.0,3.0,Yes,10,2,1,T008,Data Science Bootcamp,32.0,25.0,1.0,consulting
2813,E1300,Kimberly Davis,HR,Senior Developer,2012-09-07,45,11,97704.0,3,MBA,S015,Risk Management,1.0,3.0,Yes,10,2,1,T010,Node.js Masterclass,4.0,4.0,0.0,consulting
2814,E1301,Mark Johnson,HR,Mid-level Developer,2021-06-26,30,6,59507.0,2,Masters,S012,Project Management,5.0,2.0,No,8,1,0,NA,NA,0.0,0.0,0.0,consulting
2815,E1302,Alan James,HR,Mid-level Developer,2008-10-04,26,5,48950.0,1,MBA,S001,JavaScript,8.0,10.0,No,5,1,1,T014,Python for Data Analysis,45.0,4.0,1.0,full_stack
2816,E1302,Alan James,HR,Mid-level Developer,2008-10-04,26,5,48950.0,1,MBA,S001,JavaScript,8.0,10.0,No,5,1,1,T002,React and Redux,73.0,14.0,1.0,full_stack
2817,E1303,Nathaniel Jones,Finance,Junior Developer,2023-12-17,22,2,26326.0,0,Masters,S004,Docker,1.0,1.0,Yes,14,1,1,NA,NA,0.0,0.0,0.0,full_stack
2818,E1303,Nathaniel Jones,Finance,Junior Developer,2023-12-17,22,2,26326.0,0,Masters,S009,Data Visualization,5.0,2.0,Yes,14,1,1,NA,NA,0.0,0.0,0.0,data
2819,E1303,Nathaniel Jones,Finance,Junior Developer,2023-12-17,22,2,26326.0,0,Masters,S011,Consulting Basics,3.0,3.0,Yes,14,1,1,NA,NA,0.0,0.0,0.0,consulting
2820,E1304,Garrett Chapman,Marketing,Senior Developer,2005-05-27,49,11,105395.0,0,Masters,S002,React,6.0,12.0,No,6,5,1,T014,Python for Data Analysis,53.0,17.0,0.0,full_stack
2821,E1304,Garrett Chapman,Marketing,Senior Developer,2005-05-27,49,11,105395.0,0,Masters,S002,React,6.0,12.0,No,6,5,1,T013,Advanced Data Visualization,99.0,99.0,1.0,full_stack
2822,E1304,Garrett Chapman,Marketing,Senior Developer,2005-05-27,49,11,105395.0,0,Masters,S011,Consulting Basics,8.0,8.0,No,6,5,1,T014,Python for Data Analysis,53.0,17.0,0.0,consulting
2823,E1304,Garrett Chapman,Marketing,Senior Developer,2005-05-27,49,11,105395.0,0,Masters,S011,Consulting Basics,8.0,8.0,No,6,5,1,T013,Advanced Data Visualization,99.0,99.0,1.0,consulting
2824,E1305,Christine Hooper,HR,Mid-level Developer,2023-12-07,32,6,63148.0,3,Bachelors,NA,NA,0.0,0.0,NA,8,5,1,NA,NA,0.0,0.0,0.0,
2825,E1306,Anne Torres,Sales,Senior Developer,2021-10-31,41,11,80875.0,1,Masters,S012,Project Management,3.0,2.0,No,20,2,1,NA,NA,0.0,0.0,0.0,consulting
2826,E1306,Anne Torres,Sales,Senior Developer,2021-10-31,41,11,80875.0,1,Masters,S008,Machine Learning,10.0,10.0,Yes,20,2,1,NA,NA,0.0,0.0,0.0,data
2827,E1306,Anne Torres,Sales,Senior Developer,2021-10-31,41,11,80875.0,1,Masters,S015,Risk Management,5.0,2.0,No,20,2,1,NA,NA,0.0,0.0,0.0,consulting
2828,E1306,Anne Torres,Sales,Senior Developer,2021-10-31,41,11,80875.0,1,Masters,S011,Consulting Basics,10.0,8.0,Yes,20,2,1,NA,NA,0.0,0.0,0.0,consulting
2829,E1307,Jennifer Gibson,Marketing,Senior Developer,2004-12-19,46,11,82559.0,3,MBA,S005,HTML/CSS,9.0,9.0,No,2,4,1,T009,DevOps with Docker,11.0,19.0,0.0,full_stack
2830,E1308,Susan Miranda,Marketing,Senior Developer,2023-01-15,42,11,112464.0,3,Masters,S014,Client Management,4.0,2.0,No,30,4,0,NA,NA,0.0,0.0,0.0,consulting
2831,E1309,Paul Wallace,HR,Junior Developer,2008-05-28,27,4,43976.0,3,Masters,S002,React,6.0,11.0,No,20,5,1,T009,DevOps with Docker,19.0,64.0,1.0,full_stack
2832,E1309,Paul Wallace,HR,Junior Developer,2008-05-28,27,4,43976.0,3,Masters,S002,React,6.0,11.0,No,20,5,1,T001,SQL Mastery,83.0,11.0,1.0,full_stack
2833,E1309,Paul Wallace,HR,Junior Developer,2008-05-28,27,4,43976.0,3,Masters,S002,React,6.0,11.0,No,20,5,1,T006,Financial Modeling,65.0,28.0,1.0,full_stack
2834,E1309,Paul Wallace,HR,Junior Developer,2008-05-28,27,4,43976.0,3,Masters,S006,Python,9.0,9.0,Yes,20,5,1,T009,DevOps with Docker,19.0,64.0,1.0,data
2835,E1309,Paul Wallace,HR,Junior Developer,2008-05-28,27,4,43976.0,3,Masters,S006,Python,9.0,9.0,Yes,20,5,1,T001,SQL Mastery,83.0,11.0,1.0,data
2836,E1309,Paul Wallace,HR,Junior Developer,2008-05-28,27,4,43976.0,3,Masters,S006,Python,9.0,9.0,Yes,20,5,1,T006,Financial Modeling,65.0,28.0,1.0,data
2837,E1309,Paul Wallace,HR,Junior Developer,2008-05-28,27,4,43976.0,3,Masters,S007,SQL,2.0,1.0,No,20,5,1,T009,DevOps with Docker,19.0,64.0,1.0,data
2838,E1309,Paul Wallace,HR,Junior Developer,2008-05-28,27,4,43976.0,3,Masters,S007,SQL,2.0,1.0,No,20,5,1,T001,SQL Mastery,83.0,11.0,1.0,data
2839,E1309,Paul Wallace,HR,Junior Developer,2008-05-28,27,4,43976.0,3,Masters,S007,SQL,2.0,1.0,No,20,5,1,T006,Financial Modeling,65.0,28.0,1.0,data
2840,E1310,Carlos Edwards,Finance,Senior Developer,2005-06-16,40,11,99461.0,2,Masters,NA,NA,0.0,0.0,NA,17,2,1,T013,Advanced Data Visualization,95.0,4.0,1.0,
2841,E1311,Monica Morrison,Engineering,Manager,2022-05-12,50,20,91454.0,0,MBA,NA,NA,0.0,0.0,NA,15,1,1,T014,Python for Data Analysis,35.0,11.0,0.0,
2842,E1312,Drew Jones,HR,Mid-level Developer,2014-12-21,30,6,53727.0,1,MBA,NA,NA,0.0,0.0,NA,24,5,0,T013,Advanced Data Visualization,5.0,36.0,0.0,
2843,E1312,Drew Jones,HR,Mid-level Developer,2014-12-21,30,6,53727.0,1,MBA,NA,NA,0.0,0.0,NA,24,5,0,T001,SQL Mastery,6.0,15.0,0.0,
2844,E1313,Kristina Barry,Finance,Mid-level Developer,2010-12-11,37,6,52805.0,2,Bachelors,S003,Node.js,9.0,5.0,Yes,12,2,1,T014,Python for Data Analysis,29.0,99.0,1.0,full_stack
2845,E1313,Kristina Barry,Finance,Mid-level Developer,2010-12-11,37,6,52805.0,2,Bachelors,S014,Client Management,3.0,3.0,Yes,12,2,1,T014,Python for Data Analysis,29.0,99.0,1.0,consulting
2846,E1313,Kristina Barry,Finance,Mid-level Developer,2010-12-11,37,6,52805.0,2,Bachelors,S006,Python,5.0,4.0,Yes,12,2,1,T014,Python for Data Analysis,29.0,99.0,1.0,data
2847,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S007,SQL,3.0,2.0,No,11,4,1,T014,Python for Data Analysis,6.0,3.0,1.0,data
2848,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S007,SQL,3.0,2.0,No,11,4,1,T005,Full-Stack Web Development,25.0,28.0,1.0,data
2849,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S007,SQL,3.0,2.0,No,11,4,1,T013,Advanced Data Visualization,31.0,33.0,0.0,data
2850,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S007,SQL,3.0,2.0,No,11,4,1,T002,React and Redux,14.0,82.0,1.0,data
2851,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S007,SQL,3.0,2.0,No,11,4,1,T003,Business Process Management,3.0,0.0,0.0,data
2852,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S010,Big Data,8.0,7.0,No,11,4,1,T014,Python for Data Analysis,6.0,3.0,1.0,data
2853,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S010,Big Data,8.0,7.0,No,11,4,1,T005,Full-Stack Web Development,25.0,28.0,1.0,data
2854,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S010,Big Data,8.0,7.0,No,11,4,1,T013,Advanced Data Visualization,31.0,33.0,0.0,data
2855,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S010,Big Data,8.0,7.0,No,11,4,1,T002,React and Redux,14.0,82.0,1.0,data
2856,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S010,Big Data,8.0,7.0,No,11,4,1,T003,Business Process Management,3.0,0.0,0.0,data
2857,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S013,Financial Modeling,10.0,9.0,No,11,4,1,T014,Python for Data Analysis,6.0,3.0,1.0,consulting
2858,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S013,Financial Modeling,10.0,9.0,No,11,4,1,T005,Full-Stack Web Development,25.0,28.0,1.0,consulting
2859,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S013,Financial Modeling,10.0,9.0,No,11,4,1,T013,Advanced Data Visualization,31.0,33.0,0.0,consulting
2860,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S013,Financial Modeling,10.0,9.0,No,11,4,1,T002,React and Redux,14.0,82.0,1.0,consulting
2861,E1314,Michael Russell,Marketing,Mid-level Developer,2015-01-09,30,6,69667.0,3,MBA,S013,Financial Modeling,10.0,9.0,No,11,4,1,T003,Business Process Management,3.0,0.0,0.0,consulting
2862,E1315,Jason Thompson,Sales,Junior Developer,2007-03-27,22,1,21342.0,0,MBA,S006,Python,5.0,4.0,No,18,5,1,T014,Python for Data Analysis,28.0,28.0,1.0,data
2863,E1315,Jason Thompson,Sales,Junior Developer,2007-03-27,22,1,21342.0,0,MBA,S005,HTML/CSS,7.0,8.0,Yes,18,5,1,T014,Python for Data Analysis,28.0,28.0,1.0,full_stack
2864,E1316,Brittany Bowers,Finance,Manager,2010-04-12,42,20,89578.0,0,Bachelors,NA,NA,0.0,0.0,NA,12,1,1,NA,NA,0.0,0.0,0.0,
2865,E1317,Kara Williams,HR,Senior Developer,2016-03-02,49,11,112455.0,1,Masters,S002,React,6.0,8.0,Yes,10,3,0,T004,Client Relationship Management,20.0,17.0,0.0,full_stack
2866,E1317,Kara Williams,HR,Senior Developer,2016-03-02,49,11,112455.0,1,Masters,S002,React,6.0,8.0,Yes,10,3,0,T002,React and Redux,77.0,77.0,1.0,full_stack
2867,E1318,Kristen Romero,Marketing,Junior Developer,2017-10-29,23,1,20735.0,0,Bachelors,S002,React,6.0,9.0,No,30,2,0,T008,Data Science Bootcamp,43.0,11.0,1.0,full_stack
2868,E1318,Kristen Romero,Marketing,Junior Developer,2017-10-29,23,1,20735.0,0,Bachelors,S014,Client Management,2.0,3.0,No,30,2,0,T008,Data Science Bootcamp,43.0,11.0,1.0,consulting
2869,E1319,Cory Glass,Marketing,Mid-level Developer,2007-01-01,26,5,43887.0,2,Masters,NA,NA,0.0,0.0,NA,19,4,1,T001,SQL Mastery,96.0,81.0,1.0,
2870,E1319,Cory Glass,Marketing,Mid-level Developer,2007-01-01,26,5,43887.0,2,Masters,NA,NA,0.0,0.0,NA,19,4,1,T005,Full-Stack Web Development,22.0,23.0,1.0,
2871,E1319,Cory Glass,Marketing,Mid-level Developer,2007-01-01,26,5,43887.0,2,Masters,NA,NA,0.0,0.0,NA,19,4,1,T007,Machine Learning Basics,35.0,76.0,1.0,
2872,E1319,Cory Glass,Marketing,Mid-level Developer,2007-01-01,26,5,43887.0,2,Masters,NA,NA,0.0,0.0,NA,19,4,1,T003,Business Process Management,75.0,29.0,1.0,
2873,E1320,Morgan Sherman,HR,Manager,2018-09-24,43,20,110966.0,1,MBA,S009,Data Visualization,1.0,3.0,No,11,2,0,T008,Data Science Bootcamp,7.0,4.0,0.0,data
2874,E1320,Morgan Sherman,HR,Manager,2018-09-24,43,20,110966.0,1,MBA,S009,Data Visualization,9.0,9.0,No,11,2,0,T008,Data Science Bootcamp,7.0,4.0,0.0,data
2875,E1321,Andrew Robertson,Sales,Mid-level Developer,2005-02-03,32,6,75849.0,0,MBA,NA,NA,0.0,0.0,NA,1,1,1,T008,Data Science Bootcamp,51.0,40.0,1.0,
2876,E1321,Andrew Robertson,Sales,Mid-level Developer,2005-02-03,32,6,75849.0,0,MBA,NA,NA,0.0,0.0,NA,1,1,1,T014,Python for Data Analysis,14.0,82.0,0.0,
2877,E1322,Erik Orozco DDS,Engineering,Senior Developer,2023-01-02,49,11,104795.0,2,MBA,S014,Client Management,3.0,4.0,Yes,20,1,1,T007,Machine Learning Basics,1.0,4.0,0.0,consulting
2878,E1323,Katherine Washington,Engineering,Manager,2022-10-24,45,20,80779.0,2,Masters,S015,Risk Management,8.0,11.0,Yes,4,2,1,T001,SQL Mastery,38.0,35.0,0.0,consulting
2879,E1324,Andrea Johnson,HR,Mid-level Developer,2015-09-25,30,6,58651.0,1,MBA,NA,NA,0.0,0.0,NA,22,4,1,NA,NA,0.0,0.0,0.0,
2880,E1325,Kevin Manning,Engineering,Junior Developer,2005-01-01,29,3,44544.0,0,Bachelors,NA,NA,0.0,0.0,NA,17,2,0,T002,React and Redux,25.0,9.0,0.0,
2881,E1325,Kevin Manning,Engineering,Junior Developer,2005-01-01,29,3,44544.0,0,Bachelors,NA,NA,0.0,0.0,NA,17,2,0,T014,Python for Data Analysis,17.0,31.0,1.0,
2882,E1325,Kevin Manning,Engineering,Junior Developer,2005-01-01,29,3,44544.0,0,Bachelors,NA,NA,0.0,0.0,NA,17,2,0,T012,Advanced JavaScript,18.0,40.0,0.0,
2883,E1326,Crystal Pineda,Sales,Mid-level Developer,2020-12-26,25,5,36205.0,0,MBA,S008,Machine Learning,10.0,7.0,Yes,9,3,1,T005,Full-Stack Web Development,0.0,21.0,0.0,data
2884,E1327,Terry Valentine,HR,Junior Developer,2023-09-05,26,4,37894.0,3,MBA,NA,NA,0.0,0.0,NA,8,4,0,NA,NA,0.0,0.0,0.0,
2885,E1328,Andrew Simmons,Finance,Senior Developer,2016-08-20,47,11,92761.0,0,MBA,S013,Financial Modeling,7.0,10.0,No,28,3,0,T013,Advanced Data Visualization,84.0,18.0,1.0,consulting
2886,E1329,Daniel Williams,Finance,Senior Developer,2011-03-28,30,10,62259.0,2,Masters,NA,NA,0.0,0.0,NA,18,4,0,T007,Machine Learning Basics,54.0,87.0,1.0,
2887,E1329,Daniel Williams,Finance,Senior Developer,2011-03-28,30,10,62259.0,2,Masters,NA,NA,0.0,0.0,NA,18,4,0,T003,Business Process Management,38.0,29.0,0.0,
2888,E1330,Sarah Washington,Marketing,Junior Developer,2005-08-18,29,4,42168.0,3,Bachelors,S010,Big Data,2.0,1.0,No,20,2,0,T015,Project Management for Consultants,77.0,100.0,1.0,data
2889,E1330,Sarah Washington,Marketing,Junior Developer,2005-08-18,29,4,42168.0,3,Bachelors,S010,Big Data,2.0,1.0,No,20,2,0,T005,Full-Stack Web Development,71.0,72.0,1.0,data
2890,E1330,Sarah Washington,Marketing,Junior Developer,2005-08-18,29,4,42168.0,3,Bachelors,S003,Node.js,9.0,11.0,Yes,20,2,0,T015,Project Management for Consultants,77.0,100.0,1.0,full_stack
2891,E1330,Sarah Washington,Marketing,Junior Developer,2005-08-18,29,4,42168.0,3,Bachelors,S003,Node.js,9.0,11.0,Yes,20,2,0,T005,Full-Stack Web Development,71.0,72.0,1.0,full_stack
2892,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S006,Python,7.0,6.0,Yes,1,3,1,T013,Advanced Data Visualization,56.0,18.0,1.0,data
2893,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S006,Python,7.0,6.0,Yes,1,3,1,T013,Advanced Data Visualization,28.0,19.0,1.0,data
2894,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S006,Python,7.0,6.0,Yes,1,3,1,T002,React and Redux,30.0,88.0,1.0,data
2895,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S004,Docker,1.0,3.0,Yes,1,3,1,T013,Advanced Data Visualization,56.0,18.0,1.0,full_stack
2896,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S004,Docker,1.0,3.0,Yes,1,3,1,T013,Advanced Data Visualization,28.0,19.0,1.0,full_stack
2897,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S004,Docker,1.0,3.0,Yes,1,3,1,T002,React and Redux,30.0,88.0,1.0,full_stack
2898,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S011,Consulting Basics,7.0,12.0,Yes,1,3,1,T013,Advanced Data Visualization,56.0,18.0,1.0,consulting
2899,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S011,Consulting Basics,7.0,12.0,Yes,1,3,1,T013,Advanced Data Visualization,28.0,19.0,1.0,consulting
2900,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S011,Consulting Basics,7.0,12.0,Yes,1,3,1,T002,React and Redux,30.0,88.0,1.0,consulting
2901,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S006,Python,3.0,4.0,Yes,1,3,1,T013,Advanced Data Visualization,56.0,18.0,1.0,data
2902,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S006,Python,3.0,4.0,Yes,1,3,1,T013,Advanced Data Visualization,28.0,19.0,1.0,data
2903,E1331,Robin Chen,Engineering,Junior Developer,2005-07-13,23,1,31012.0,0,MBA,S006,Python,3.0,4.0,Yes,1,3,1,T002,React and Redux,30.0,88.0,1.0,data
2904,E1332,Abigail Jones,Engineering,Senior Developer,2023-05-11,43,11,105806.0,1,Bachelors,S013,Financial Modeling,2.0,1.0,Yes,14,3,1,NA,NA,0.0,0.0,0.0,consulting
2905,E1332,Abigail Jones,Engineering,Senior Developer,2023-05-11,43,11,105806.0,1,Bachelors,S011,Consulting Basics,5.0,3.0,No,14,3,1,NA,NA,0.0,0.0,0.0,consulting
2906,E1333,Kevin Chapman,Finance,Senior Developer,2012-09-24,37,10,60899.0,2,Masters,S013,Financial Modeling,2.0,3.0,No,22,4,1,NA,NA,0.0,0.0,0.0,consulting
2907,E1334,Kelly May,Sales,Mid-level Developer,2012-11-02,35,6,54066.0,2,Bachelors,S010,Big Data,10.0,8.0,Yes,5,1,1,T015,Project Management for Consultants,4.0,15.0,1.0,data
2908,E1335,Ashley Johnson,Engineering,Junior Developer,2007-10-21,27,3,42376.23875432526,3,Masters,S011,Consulting Basics,1.0,2.0,Yes,12,5,1,NA,NA,0.0,0.0,0.0,consulting
2909,E1336,Jennifer Baker,Finance,Mid-level Developer,2010-05-17,31,6,53531.0,3,MBA,S012,Project Management,1.0,1.0,Yes,1,3,1,T006,Financial Modeling,1.0,26.0,1.0,consulting
2910,E1336,Jennifer Baker,Finance,Mid-level Developer,2010-05-17,31,6,53531.0,3,MBA,S010,Big Data,6.0,7.0,Yes,1,3,1,T006,Financial Modeling,1.0,26.0,1.0,data
2911,E1336,Jennifer Baker,Finance,Mid-level Developer,2010-05-17,31,6,53531.0,3,MBA,S005,HTML/CSS,5.0,3.0,Yes,1,3,1,T006,Financial Modeling,1.0,26.0,1.0,full_stack
2912,E1337,Andrew Martin,HR,Senior Developer,2010-04-23,47,11,111348.0,3,MBA,S008,Machine Learning,10.0,8.0,No,1,2,0,T006,Financial Modeling,20.0,8.0,0.0,data
2913,E1337,Andrew Martin,HR,Senior Developer,2010-04-23,47,11,111348.0,3,MBA,S008,Machine Learning,10.0,8.0,No,1,2,0,T005,Full-Stack Web Development,50.0,3.0,1.0,data
2914,E1337,Andrew Martin,HR,Senior Developer,2010-04-23,47,11,111348.0,3,MBA,S002,React,10.0,12.0,No,1,2,0,T006,Financial Modeling,20.0,8.0,0.0,full_stack
2915,E1337,Andrew Martin,HR,Senior Developer,2010-04-23,47,11,111348.0,3,MBA,S002,React,10.0,12.0,No,1,2,0,T005,Full-Stack Web Development,50.0,3.0,1.0,full_stack
2916,E1338,Walter Smith,Finance,Junior Developer,2023-05-08,23,2,32899.0,0,Masters,S006,Python,8.0,10.0,No,12,3,1,NA,NA,0.0,0.0,0.0,data
2917,E1339,Kathryn Perez,HR,Manager,2017-09-08,47,20,104526.0,0,MBA,S015,Risk Management,10.0,10.0,No,4,3,0,T013,Advanced Data Visualization,19.0,62.0,1.0,consulting
2918,E1340,Ronnie Williams,Engineering,Junior Developer,2019-07-30,25,3,47716.0,2,Bachelors,S008,Machine Learning,4.0,1.0,Yes,11,3,0,T011,Consulting Essentials,21.0,8.0,1.0,data
2919,E1340,Ronnie Williams,Engineering,Junior Developer,2019-07-30,25,3,47716.0,2,Bachelors,S008,Machine Learning,4.0,1.0,Yes,11,3,0,T009,DevOps with Docker,3.0,28.0,0.0,data
2920,E1341,Tammy Martinez,Finance,Senior Developer,2013-02-23,31,10,63159.0,1,Bachelors,NA,NA,0.0,0.0,NA,20,1,1,T005,Full-Stack Web Development,72.0,18.0,1.0,
2921,E1341,Tammy Martinez,Finance,Senior Developer,2013-02-23,31,10,63159.0,1,Bachelors,NA,NA,0.0,0.0,NA,20,1,1,T003,Business Process Management,13.0,7.0,0.0,
2922,E1342,Shane Fowler,Finance,Senior Developer,2013-01-05,48,11,82579.0,2,Masters,S002,React,3.0,2.0,Yes,5,3,1,NA,NA,0.0,0.0,0.0,full_stack
2923,E1343,Tamara Edwards,Finance,Senior Developer,2016-07-14,43,11,102805.0,3,Masters,S006,Python,1.0,4.0,Yes,24,3,1,T008,Data Science Bootcamp,16.0,26.0,0.0,data
2924,E1343,Tamara Edwards,Finance,Senior Developer,2016-07-14,43,11,102805.0,3,Masters,S006,Python,1.0,4.0,Yes,24,3,1,T008,Data Science Bootcamp,58.0,35.0,1.0,data
2925,E1343,Tamara Edwards,Finance,Senior Developer,2016-07-14,43,11,102805.0,3,Masters,S014,Client Management,2.0,3.0,Yes,24,3,1,T008,Data Science Bootcamp,16.0,26.0,0.0,consulting
2926,E1343,Tamara Edwards,Finance,Senior Developer,2016-07-14,43,11,102805.0,3,Masters,S014,Client Management,2.0,3.0,Yes,24,3,1,T008,Data Science Bootcamp,58.0,35.0,1.0,consulting
2927,E1344,Barbara Barnett,HR,Senior Developer,2010-02-11,34,10,71157.0,2,Masters,S009,Data Visualization,4.0,3.0,No,24,2,0,T008,Data Science Bootcamp,33.0,26.0,0.0,data
2928,E1345,George Peterson,HR,Manager,2021-06-12,48,20,99581.41547619048,2,Bachelors,S009,Data Visualization,4.0,4.0,Yes,25,5,1,NA,NA,0.0,0.0,0.0,data
2929,E1346,Jonathan Smith,Finance,Junior Developer,2023-02-10,25,3,48816.0,1,MBA,S005,HTML/CSS,3.0,4.0,Yes,18,1,1,NA,NA,0.0,0.0,0.0,full_stack
2930,E1346,Jonathan Smith,Finance,Junior Developer,2023-02-10,25,3,48816.0,1,MBA,S006,Python,8.0,12.0,Yes,18,1,1,NA,NA,0.0,0.0,0.0,data
2931,E1347,Victor Woods,Sales,Mid-level Developer,2015-07-04,37,6,72866.0,2,MBA,S007,SQL,5.0,3.0,Yes,3,1,1,NA,NA,0.0,0.0,0.0,data
2932,E1347,Victor Woods,Sales,Mid-level Developer,2015-07-04,37,6,72866.0,2,MBA,S007,SQL,7.0,8.0,Yes,3,1,1,NA,NA,0.0,0.0,0.0,data
2933,E1348,Michael Jordan,Marketing,Junior Developer,2009-06-15,26,3,37191.0,0,Masters,NA,NA,0.0,0.0,NA,7,1,1,T012,Advanced JavaScript,36.0,27.0,0.0,
2934,E1349,Amanda Decker,Marketing,Manager,2009-12-12,49,20,87047.0,0,MBA,S006,Python,3.0,2.0,No,18,4,0,NA,NA,0.0,0.0,0.0,data
2935,E1350,Craig Ruiz,Finance,Mid-level Developer,2008-03-01,34,6,65811.0,0,Masters,NA,NA,0.0,0.0,NA,15,5,0,NA,NA,0.0,0.0,0.0,
2936,E1351,Amanda Quinn,Marketing,Senior Developer,2012-03-29,42,11,105763.0,0,MBA,NA,NA,0.0,0.0,NA,14,3,0,T015,Project Management for Consultants,14.0,0.0,0.0,
2937,E1352,Logan Edwards,Engineering,Manager,2019-05-25,42,20,89333.0,0,MBA,NA,NA,0.0,0.0,NA,19,1,0,NA,NA,0.0,0.0,0.0,
